Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response
6661,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6662,Complete,Human Services,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6663,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6664,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6665,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6666,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6667,Complete,Planning and Public Works,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6668,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6669,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6670,Complete,Council's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6671,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6672,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6673,Complete,Clerk of Superior Court,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6674,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6675,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6676,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6677,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,1
6678,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6679,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6680,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6681,Incomplete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6682,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6683,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6684,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6685,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6686,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6687,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6688,Complete,Clerk of Superior Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6689,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6690,Complete,Clerk of Superior Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6691,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6692,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6693,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6694,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6695,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6696,Complete,Clerk of Superior Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6697,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6698,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6699,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6700,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6701,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6702,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6703,Incomplete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6704,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6705,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6706,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6707,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6708,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6709,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6710,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6711,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6712,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6713,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6714,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6715,Complete,Facilities Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6716,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6717,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6718,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6719,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6720,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6721,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6722,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6723,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6724,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6725,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6726,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6727,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6728,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6729,Complete,Clerk of Superior Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6730,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6731,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6732,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6733,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6734,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6735,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6736,Complete,Finance and Performance Management,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6737,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6738,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6739,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6740,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6741,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6742,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6743,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6744,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6745,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6746,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6747,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6748,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6749,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6750,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6751,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6752,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6753,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6754,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6755,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6756,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6757,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6758,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6759,Complete,Finance and Performance Management,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6760,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6761,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6762,Complete,District Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6763,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6764,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6765,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6766,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6767,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6768,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6769,Complete,Prosecuting Attorney's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6770,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6771,Complete,Clerk of Superior Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,1
6772,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6773,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6774,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6775,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6776,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6777,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6778,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6779,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6780,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6781,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6782,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6783,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6784,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6785,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6786,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6787,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6788,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6789,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6790,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6791,Complete,Parks and Recreation,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6792,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6793,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6794,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6795,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6796,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6797,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6798,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6799,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6800,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6801,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6802,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6803,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6804,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6805,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6806,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6807,Complete,Finance and Performance Management,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6808,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6809,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6810,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6811,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6812,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6813,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6814,Complete,Prosecuting Attorney's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6815,Complete,Council's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6816,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6817,Incomplete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6818,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6819,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6820,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6821,Complete,Juvenile Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6822,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6823,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6824,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6825,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6826,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6827,Incomplete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6828,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6829,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6830,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6831,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6832,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6833,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6834,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6835,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6836,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6837,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6838,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6839,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6840,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6841,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6842,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6843,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6844,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,1
6845,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6846,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6847,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6848,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6849,Complete,Prosecuting Attorney's Office,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6850,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6851,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6852,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6853,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6854,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6855,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6856,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6857,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6858,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6859,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6860,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6861,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6862,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6863,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6864,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6865,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6866,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,2
6867,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6868,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6869,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6870,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6871,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6872,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6873,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6874,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6875,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6876,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6877,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6878,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6879,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6880,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6881,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6882,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6883,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6884,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6885,Complete,Clerk of Superior Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6886,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6887,Complete,Finance and Performance Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6888,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6889,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6890,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6891,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6892,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6893,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6894,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6895,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6896,Complete,Planning and Public Works,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6897,Complete,Clerk of Superior Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6898,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6899,Complete,Economic Development,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6900,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6901,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6902,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6903,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6904,Incomplete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,5
6905,Complete,Facilities Management,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,2
6906,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6907,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6908,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6909,Complete,Juvenile Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6910,Complete,Prosecuting Attorney's Office,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6911,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6912,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6913,Complete,Finance and Performance Management,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6914,Complete,Finance and Performance Management,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6915,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6916,Complete,Sheriff's Department,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6917,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6918,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6919,Complete,Juvenile Court,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,3
6920,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6921,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6922,Complete,Finance and Performance Management,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,4
6923,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6924,Complete,Sheriff's Department,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,2
6925,Complete,Finance and Performance Management,0,1,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6926,Complete,Planning and Public Works,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6927,Complete,Exec Office & Directors,1,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6928,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6929,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6930,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6931,Complete,Sheriff's Department,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,1
6932,Complete,Juvenile Court,0,0,0,1,5. The mission or purpose of our organization makes me feel my job is important,3
6933,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,3
6934,Complete,Prosecuting Attorney's Office,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6935,Complete,Prosecuting Attorney's Office,0,0,1,0,5. The mission or purpose of our organization makes me feel my job is important,4
6936,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
6937,Complete,Juvenile Court,0,0,0,0,5. The mission or purpose of our organization makes me feel my job is important,4
